"speaker_speaker_id","documents_document_id"
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
3,31
3,32
3,33
3,34
3,35
3,36
3,37
3,38
3,39
3,40
3,41
3,42
3,43
3,44
3,45
3,46
3,47
3,48
3,49
3,50
3,51
3,52
3,53
4,54
3,55
4,56
4,57
4,58
4,59
4,60
4,61
4,62
4,63
4,64
4,65
4,66
4,67
4,68
4,69
4,70
4,71
4,72
4,73
4,74
4,75
4,76
5,77
5,78
5,79
5,80
5,81
5,82
6,83
5,84
5,85
5,86
5,87
6,88
6,89
6,90
6,91
6,92
6,93
6,94
7,95
7,96
7,97
7,98
7,99
7,100
7,101
7,102
7,103
7,104
7,105
7,106
7,107
7,108
7,109
7,110
7,111
7,112
7,113
7,114
7,115
7,116
7,117
7,118
7,119
8,120
7,121
8,122
8,123
8,124
8,125
8,126
8,127
8,128
8,129
8,130
6,131
9,132
10,133
10,134
10,135
10,136
10,137
10,138
10,139
10,140
10,141
10,142
10,143
10,144
10,145
10,146
10,147
10,148
10,149
10,150
11,151
11,152
11,153
11,154
11,155
11,156
11,157
11,158
11,159
11,160
11,161
11,163
11,164
11,165
11,166
11,167
11,168
11,169
11,170
11,171
11,172
11,174
11,175
12,176
12,177
12,178
12,179
13,180
13,181
13,182
13,183
13,184
13,185
14,186
13,187
15,188
15,189
15,190
15,191
15,192
15,193
15,194
15,195
15,197
15,198
15,199
15,200
15,201
15,202
15,203
16,204
16,205
16,206
14,207
16,208
16,209
16,210
16,211
14,212
16,213
16,214
16,215
16,216
16,217
16,218
14,219
16,220
14,221
14,222
14,223
14,224
14,225
14,226
14,227
14,228
14,229
14,230
17,231
17,232
17,233
17,234
17,235
17,236
17,237
17,238
17,239
17,240
17,241
17,242
17,243
17,244
17,245
17,246
17,247
17,248
17,249
17,250
17,251
17,252
17,253
17,254
17,255
17,256
17,257
17,258
17,259
17,260
17,261
18,262
18,263
18,264
18,265
18,266
18,267
18,268
18,269
18,270
18,271
18,272
18,273
18,274
18,275
18,276
18,277
18,278
18,279
18,280
18,281
18,282
18,283
18,284
18,285
18,286
18,287
18,288
18,289
18,290
18,291
18,292
18,293
19,294
19,295
19,296
19,297
19,298
19,299
19,300
19,301
19,302
19,303
19,304
19,305
19,306
19,307
19,308
19,309
20,310
21,311
21,312
21,313
21,314
21,315
21,316
21,317
21,318
21,319
21,320
22,321
22,323
22,324
22,325
22,326
22,327
22,328
22,329
22,330
22,331
22,332
22,333
22,334
23,335
23,336
23,337
23,338
23,339
23,340
23,341
23,342
23,343
23,344
23,345
23,346
23,347
23,348
23,349
23,350
23,351
23,352
23,353
23,354
22,355
22,356
23,357
22,358
23,359
22,360
23,361
22,362
22,363
22,364
22,365
22,366
22,367
22,368
22,369
22,370
22,371
22,372
22,373
24,374
24,375
24,376
24,377
24,378
24,379
24,380
24,381
24,384
24,386
24,387
25,388
25,390
25,391
25,392
25,393
25,394
25,395
25,396
25,397
25,399
25,401
25,402
25,404
25,405
25,406
25,408
26,410
26,411
26,412
26,413
26,414
26,415
26,416
26,418
26,419
27,422
27,423
27,424
27,425
27,426
27,427
27,428
27,429
27,430
27,431
27,432
27,433
27,434
27,435
27,436
27,437
27,438
27,439
27,440
27,441
27,442
27,443
27,444
27,445
28,446
27,447
27,448
27,449
27,450
27,451
27,452
28,453
27,454
28,455
28,456
28,457
28,458
28,459
28,460
28,461
28,462
28,463
28,464
27,465
28,466
28,467
28,468
28,469
28,470
28,471
29,472
29,473
29,474
29,475
29,476
29,477
29,478
29,479
29,480
29,481
29,482
30,483
29,484
30,485
30,486
30,487
30,488
30,489
30,490
30,491
30,492
30,493
30,494
30,495
30,496
30,497
30,498
30,499
30,500
30,501
30,502
30,503
30,504
30,505
30,506
30,507
30,508
30,509
30,510
30,511
30,512
31,513
31,514
31,515
31,516
31,517
31,518
31,519
31,520
31,521
31,522
31,523
31,524
31,525
31,526
31,527
31,528
31,529
31,530
31,531
31,532
31,533
31,534
31,535
31,536
31,537
31,538
31,539
31,540
31,541
31,542
31,543
31,544
31,545
31,546
31,547
31,548
31,549
31,550
31,551
31,552
31,553
31,554
31,555
31,556
31,557
31,558
31,559
31,560
31,561
32,562
32,563
32,564
32,565
32,566
32,567
32,568
32,569
32,570
32,571
32,572
32,573
32,574
32,575
32,576
32,577
32,578
33,579
32,580
32,581
34,582
34,583
34,584
34,585
34,586
35,587
35,588
35,589
35,590
35,591
35,592
35,593
34,594
35,595
35,596
35,597
35,598
35,599
35,600
35,601
35,602
35,603
35,604
35,605
35,606
35,607
35,608
35,609
35,610
35,611
35,612
35,613
35,614
35,615
35,616
35,617
35,618
35,619
35,620
35,621
35,622
35,623
35,624
36,625
35,626
35,627
35,628
35,629
35,630
35,631
35,632
35,633
36,634
36,635
36,636
36,637
36,638
36,639
36,640
36,641
36,642
36,643
36,644
36,645
36,646
36,647
36,648
36,649
36,650
36,651
36,652
37,653
36,654
36,655
36,656
36,657
36,658
36,659
36,660
36,661
36,662
36,663
36,664
36,665
36,666
36,667
36,668
36,669
36,670
36,671
36,672
36,673
36,674
36,675
36,676
36,677
36,678
36,679
36,680
36,681
36,682
36,683
36,684
36,685
36,686
36,687
36,688
36,689
36,690
36,691
36,692
36,693
36,694
36,695
36,696
36,697
36,698
36,699
36,700
36,701
36,702
36,703
36,704
33,705
33,706
33,707
33,708
33,709
33,710
33,711
33,712
33,713
33,714
33,715
33,716
33,717
33,718
33,719
33,720
33,721
33,722
33,723
33,724
33,725
38,726
33,727
38,728
38,729
38,730
38,731
38,732
38,733
38,734
38,735
38,736
38,737
38,738
38,739
37,740
39,741
39,742
39,743
38,744
39,745
39,746
39,747
39,748
39,749
39,750
39,751
39,752
39,753
39,754
39,755
39,756
39,757
37,758
39,759
39,760
39,761
37,762
39,763
39,764
39,765
37,766
37,767
37,768
37,769
37,770
37,771
37,772
37,773
21,774
37,775
37,776
37,777
37,778
37,779
37,780
37,781
37,782
37,783
37,784
37,785
37,786
37,787
37,788
37,789
37,790
37,791
37,792
37,793
37,794
37,795
37,796
37,797
37,798
37,799
37,800
37,801
37,802
37,803
37,804
37,805
37,806
37,807
37,808
37,809
37,810
37,811
37,812
37,813
37,814
37,815
37,816
37,817
40,818
40,819
37,820
37,821
37,822
37,823
40,824
40,825
40,826
40,827
40,828
40,829
40,830
40,831
40,832
40,833
40,834
40,835
40,836
40,837
40,838
40,839
40,840
40,841
40,842
40,843
40,844
41,845
41,846
41,847
41,848
41,849
41,850
41,851
41,852
41,853
41,854
41,855
41,856
41,857
41,858
41,859
41,860
41,861
41,862
41,863
41,864
41,865
41,866
41,867
41,868
41,869
41,870
41,871
41,872
41,873
41,874
41,875
41,876
41,877
41,878
41,879
41,880
41,881
41,882
41,883
42,884
42,885
42,886
42,887
42,888
42,889
42,890
42,891
42,892
42,893
42,894
42,895
42,896
42,897
42,898
42,899
42,900
42,901
42,902
42,903
42,904
42,905
42,906
42,907
42,908
42,909
42,910
42,911
42,912
42,913
42,914
42,915
42,916
42,917
42,918
43,919
42,920
43,921
42,922
42,923
42,924
42,925
43,926
43,927
43,928
43,929
43,930
43,931
43,932
43,933
43,934
43,935
43,936
43,937
43,938
43,939
43,940
43,941
43,942
43,943
43,944
43,945
43,946
43,947
43,948
43,949
43,950
43,951
43,952
43,953
43,954
43,955
43,956
43,957
43,958
43,959
43,960
43,961
43,962
43,963
43,964
43,965
43,966
43,967
43,968
43,969
43,970
43,971
43,972
43,973
